Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
Ecklonia cava based mesoporous activated carbon for high-rate energy storage devices,Ecklonia cava based mesoporous activated carbon for high-rate energy storage devices,,561,432.120585,4,0.629189,0.729453,0.000309,3
Denitrification performance and microbial community variation during reverse osmosis concentrate treatment by sulfur denitrification process,Denitrification performance and microbial community variation during reverse osmosis concentrate treatment by sulfur denitrification process,,455,346.890405,4,0.589965,0.681486,0.004961,3
Measurement and verification of integrated ground source heat pumps on a shared ground loop,Measurement and verification of integrated ground source heat pumps on a shared ground loop,,197,145.472508,5,0.5,0.557331,0.000145,1
Effects of irrigation with desalinated water on lettuce grown under greenhouse in South Korea,Effects of irrigation with desalinated water on lettuce grown under greenhouse in South Korea,,326,244.69498,5,0.540641,0.619115,0.001157,3
Comparison of Rheological Characteristics and Mechanical Properties of Fossil-Based and Bio-Based Polycarbonate,Comparison of Rheological Characteristics and Mechanical Properties of Fossil-Based and Bio-Based Polycarbonate,,390,293.834708,4,0.563408,0.649628,0.000186,3
Microwave combustion synthesis of tin oxide-decorated silica nanostructure using rice husk template for supercapacitor applications,Microwave combustion synthesis of tin oxide-decorated silica nanostructure using rice husk template for supercapacitor applications,,368,278.140317,4,0.554814,0.638746,0.002335,3
Enhancing the total organic carbon measurement efficiency for water samples containing suspended solids using alkaline and ultrasonic pretreatment methods,Enhancing the total organic carbon measurement efficiency for water samples containing suspended solids using alkaline and ultrasonic pretreatment methods,,241,178.463349,5,0.512099,0.577592,0.000256,1
A biocatalyst containing chitosan and embedded dye mediator adopted for promoting oxidation reactions and its utilization in biofuel cells,A biocatalyst containing chitosan and embedded dye mediator adopted for promoting oxidation reactions and its utilization in biofuel cells,,404,304.748397,4,0.568637,0.656357,0.00061,3
Cation-Regulated Transformation for Continuous Two-Dimensional Tin Monosulfide,Cation-Regulated Transformation for Continuous Two-Dimensional Tin Monosulfide,,240,177.157456,5,0.511648,0.57709,0.000457,1
Improved resistive switching behavior of multiwalled carbon nanotube/TiO2 nanorods composite film by increased oxygen vacancy reservoir,Improved resistive switching behavior of multiwalled carbon nanotube/TiO2 nanorods composite film by increased oxygen vacancy reservoir,,14,10.15057,5,0.44326,0.462829,0.000002,1
Property analysis of multi-material specimen based on ME type 3D printer,Property analysis of multi-material specimen based on ME type 3D printer,,386,290.786317,4,0.561776,0.647552,0.000071,3
BLOCIS: Blockchain-based cyber threat intelligence sharing framework for sybil-resistance,BLOCIS: Blockchain-based cyber threat intelligence sharing framework for sybil-resistance,,476,362.330748,4,0.600619,0.69244,0.000167,3
Malware classification algorithm using advanced Word2vec-based Bi-LSTM for ground control stations,Malware classification algorithm using advanced Word2vec-based Bi-LSTM for ground control stations,,381,286.419986,4,0.562319,0.646478,0.000618,3
Introduction to the Special Section on Artificial Intelligence-based Information Security,Introduction to the Special Section on Artificial Intelligence-based Information Security,,450,343.387547,4,0.589367,0.67984,0.000089,3
Improved biofilm adhesion and electrochemical properties of a graphite-cement composite with silica nanoflowers versus two benchmark carbon felts,Improved biofilm adhesion and electrochemical properties of a graphite-cement composite with silica nanoflowers versus two benchmark carbon felts,,412,311.789273,4,0.57199,0.660438,0.000818,3
Development and evaluation of data-driven modeling for bubble size in turbulent air-water bubbly flows using artificial multi-layer neural networks,Development and evaluation of data-driven modeling for bubble size in turbulent air-water bubbly flows using artificial multi-layer neural networks,,528,405.288527,4,0.614572,0.713703,0.000929,3
"Effects of Molar Ratios of Two Immiscible Monomers toward Development of an Amphiphilic, Highly Stretchable, Bioadhesive, Self-Healing Copolymeric Hydrogel and its Mineral-Active Cellular Behavior","Effects of Molar Ratios of Two Immiscible Monomers toward Development of an Amphiphilic, Highly Stretchable, Bioadhesive, Self-Healing Copolymeric Hydrogel and its Mineral-Active Cellular Behavior",,238,176.753739,4,0.512775,0.577033,0.001048,1
Microfluidic assembly of mono-dispersed liposome and its surface modification for enhancing the colloidal stability,Microfluidic assembly of mono-dispersed liposome and its surface modification for enhancing the colloidal stability,,588,454.318442,4,0.645233,0.7437,0.000635,3
Towards the commercialization of colloidal quantum dot solar cells: Perspectives on device structures and manufacturing,Towards the commercialization of colloidal quantum dot solar cells: Perspectives on device structures and manufacturing,,395,297.198591,4,0.566148,0.652491,0.000124,3
Effects of a greater incentive to attack the head and face region on incidence of head kicks and concussions among male youth taekwondo competitors,Effects of a greater incentive to attack the head and face region on incidence of head kicks and concussions among male youth taekwondo competitors,,406,307.380837,4,0.566975,0.656143,0.000953,3
Real-Time Control Algorithm for Hybrid System Using Gear Shift Map and Mode Conversion Map,Real-Time Control Algorithm for Hybrid System Using Gear Shift Map and Mode Conversion Map,,217,158.793558,5,0.506748,0.567497,0.000001,1
Atomic layer deposited YSZ overlayer on Ru for direct methane utilization in solid oxide fuel cell,Atomic layer deposited YSZ overlayer on Ru for direct methane utilization in solid oxide fuel cell,,342,256.274315,4,0.545966,0.626503,0.002445,3
Role of block copolymer template for tailoring crystal structure and band gap of titania in mesoporous silica and organosilica particles,Role of block copolymer template for tailoring crystal structure and band gap of titania in mesoporous silica and organosilica particles,,503,383.663411,4,0.605934,0.702678,0.000214,3
Visible and IR transparent Co-doped SnO2 thin films with efficient electromagnetic shielding performance,Visible and IR transparent Co-doped SnO2 thin films with efficient electromagnetic shielding performance,,479,364.154921,4,0.599382,0.692726,0.001014,3
The homogeneity of multi-textured micro-pattern arrays in a laser shock surface patterning process and its effect on the surface properties of aluminum alloy,The homogeneity of multi-textured micro-pattern arrays in a laser shock surface patterning process and its effect on the surface properties of aluminum alloy,,419,317.396519,4,0.572553,0.662658,0.000139,3
Superparamagnetic NiO-doped mesoporous silica flower-like microspheres with high nickel content,Superparamagnetic NiO-doped mesoporous silica flower-like microspheres with high nickel content,,176,129.258103,4,0.493429,0.546821,0.00004,1
Generating images in compressed domain using generative adversarial networks,Generating images in compressed domain using generative adversarial networks,,402,304.645573,4,0.568637,0.655785,0.002093,3
Investigation of the functional characteristics of injection molds with conformal cooling channels,Investigation of the functional characteristics of injection molds with conformal cooling channels,,366,275.433631,4,0.55614,0.638889,0.000379,3
Ramanujan's function k (τ) = r (τ) r2(2 τ) and its modularity,Ramanujan's function k (τ) = r (τ) r2(2 τ) and its modularity,,479,366.617958,4,0.597229,0.691796,0.000146,3
"Enhanced Machine Learning Algorithms: Deep Learning, Reinforcement Learning, and Q-Learning","Enhanced Machine Learning Algorithms: Deep Learning, Reinforcement Learning, and Q-Learning",,405,304.524416,4,0.568637,0.656572,0.00064,3
Confidence-Aware learning for deep neural networks,Confidence-Aware learning for deep neural networks,,238,175.483829,5,0.511199,0.576303,0.000886,1
A Heterocyclic-based Bifunctional Sensor for Detecting Cobalt and Zinc Ion,A Heterocyclic-based Bifunctional Sensor for Detecting Cobalt and Zinc Ion,,449,341.67893,4,0.584631,0.677191,0.000093,3
Hedge algebras-based admittance controller for safe natural human–robot interaction,Hedge algebras-based admittance controller for safe natural human–robot interaction,,320,239.093665,5,0.541144,0.617683,0.000469,3
Biomimetic Flow Sensor for Detecting Flow Rate and Direction as an Application for Maneuvering Autonomous Underwater Vehicle,Biomimetic Flow Sensor for Detecting Flow Rate and Direction as an Application for Maneuvering Autonomous Underwater Vehicle,,91,66.137751,5,0.470874,0.506429,0.002277,1
Similarity ranking technique exploiting the structure of similarity relationships,Similarity ranking technique exploiting the structure of similarity relationships,,325,242.387966,5,0.54291,0.620117,0.000955,3
Application of artificial neural network to multi-variables regression for estimations of j-integral for surface cracked pipes,Application of artificial neural network to multi-variables regression for estimations of j-integral for surface cracked pipes,,553,426.835478,4,0.626143,0.725945,0.000377,3
"Investigating structural response of pressure reducing valve of supercritical steam generator system under cyclic moments, thermal transient, and pressure loadings","Investigating structural response of pressure reducing valve of supercritical steam generator system under cyclic moments, thermal transient, and pressure loadings",,439,332.447351,4,0.578529,0.671463,0.001151,3
Fast measurement of eyebox and field of view (Fov) of virtual and augmented reality devices using the ray trajectories extending from positions on virtual image,Fast measurement of eyebox and field of view (Fov) of virtual and augmented reality devices using the ray trajectories extending from positions on virtual image,,325,242.556626,4,0.54291,0.619845,0.001552,3
